POSTNR,POSTSTAD,POSTNR- OG STAD,BRUKSOMRÅDE,FOLKETAL,BYDEL,KOMMNR,KOMMUNE,FYLKE,LAT,LON,DATAKVALITET,DATAKVALITETSFORKLARING,SIST OPPDATERT
877,Oslo,0877 OSLO,Gate-/veg-adresse,108,Nordre Aker,301,Oslo,Oslo,59.9459,10.7445,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
880,Oslo,0880 OSLO,Gate-/veg-adresse,1464,Nordre Aker,301,Oslo,Oslo,59.9599,10.7601,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
881,Oslo,0881 OSLO,Gate-/veg-adresse,949,Nordre Aker,301,Oslo,Oslo,59.9631,10.7624,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
882,Oslo,0882 OSLO,Gate-/veg-adresse,624,Nordre Aker,301,Oslo,Oslo,59.9637,10.767,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
883,Oslo,0883 OSLO,Gate-/veg-adresse,634,Nordre Aker,301,Oslo,Oslo,59.9616,10.7691,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
884,Oslo,0884 OSLO,Gate-/veg-adresse,844,Nordre Aker,301,Oslo,Oslo,59.9677,10.773,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
890,Oslo,0890 OSLO,Gate-/veg-adresse,205,Marka,301,Oslo,Oslo,60.0117,10.7699,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
891,Oslo,0891 OSLO,Gate-/veg-adresse,415,Marka,301,Oslo,Oslo,60.0387,10.7997,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:02
901,Oslo,0901 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.95368,10.86805,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
902,Oslo,0902 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.9537,10.8681,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
903,Oslo,0903 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.9537,10.8681,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
904,Oslo,0904 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.95868,10.87019,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
905,Oslo,0905 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.96062,10.8814,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
907,Oslo,0907 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.96316,10.89285,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
908,Oslo,0908 OSLO,Postboksar,,Grorud,301,Oslo,Oslo,59.96921,10.90263,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
913,Oslo,0913 OSLO,Postboksar,,Stovner,301,Oslo,Oslo,59.96088,10.926,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
914,Oslo,0914 OSLO,Postboksar,,,301,Oslo,Oslo,59.96088,10.926,6,Usikker plassering,04/10/2014 15:34
915,Oslo,0915 OSLO,Postboksar,,Stovner,301,Oslo,Oslo,59.95225,10.91078,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
950,Oslo,0950 OSLO,Gate-/veg-adresse,683,Bjerke,301,Oslo,Oslo,59.948,10.8631,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
951,Oslo,0951 OSLO,Gate-/veg-adresse,1591,Grorud,301,Oslo,Oslo,59.9483,10.8674,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
952,Oslo,0952 OSLO,Gate-/veg-adresse,1143,Grorud,301,Oslo,Oslo,59.9518,10.8773,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
953,Oslo,0953 OSLO,Gate-/veg-adresse,1514,Grorud,301,Oslo,Oslo,59.9544,10.8721,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
954,Oslo,0954 OSLO,Gate-/veg-adresse,9,Grorud,301,Oslo,Oslo,59.9509,10.851,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
955,Oslo,0955 OSLO,Gate-/veg-adresse,1883,Grorud,301,Oslo,Oslo,59.9526,10.8618,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
956,Oslo,0956 OSLO,Gate-/veg-adresse,1936,Grorud,301,Oslo,Oslo,59.9551,10.8577,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
957,Oslo,0957 OSLO,Gate-/veg-adresse,1489,Grorud,301,Oslo,Oslo,59.9634,10.8655,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
958,Oslo,0958 OSLO,Gate-/veg-adresse,2192,Grorud,301,Oslo,Oslo,59.9665,10.8712,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:09
959,Oslo,0959 OSLO,Gate-/veg-adresse,2003,Grorud,301,Oslo,Oslo,59.9615,10.8712,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
960,Oslo,0960 OSLO,Gate-/veg-adresse,1063,Grorud,301,Oslo,Oslo,59.9674,10.8758,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
962,Oslo,0962 OSLO,Gate-/veg-adresse,830,Grorud,301,Oslo,Oslo,59.9585,10.8867,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
963,Oslo,0963 OSLO,Gate-/veg-adresse,1631,Grorud,301,Oslo,Oslo,59.9644,10.8818,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
964,Oslo,0964 OSLO,Gate-/veg-adresse,195,Grorud,301,Oslo,Oslo,59.9731,10.9201,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
968,Oslo,0968 OSLO,Gate-/veg-adresse,2164,Stovner,301,Oslo,Oslo,59.9744,10.9277,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
969,Oslo,0969 OSLO,Gate-/veg-adresse,2312,Stovner,301,Oslo,Oslo,59.9689,10.9277,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
970,Oslo,0970 OSLO,Gate-/veg-adresse,1636,Grorud,301,Oslo,Oslo,59.9638,10.8961,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
971,Oslo,0971 OSLO,Gate-/veg-adresse,2443,Grorud,301,Oslo,Oslo,59.9654,10.8919,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
972,Oslo,0972 OSLO,Gate-/veg-adresse,598,Grorud,301,Oslo,Oslo,59.9702,10.8976,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
973,Oslo,0973 OSLO,Gate-/veg-adresse,2191,Grorud,301,Oslo,Oslo,59.9686,10.9023,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
975,Oslo,0975 OSLO,Gate-/veg-adresse,79,Grorud,301,Oslo,Oslo,59.9475,10.8764,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
976,Oslo,0976 OSLO,Gate-/veg-adresse,1422,Grorud,301,Oslo,Oslo,59.9554,10.8879,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
977,Oslo,0977 OSLO,Gate-/veg-adresse,1256,Stovner,301,Oslo,Oslo,59.9522,10.9146,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
978,Oslo,0978 OSLO,Gate-/veg-adresse,976,Stovner,301,Oslo,Oslo,59.9548,10.9111,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
979,Oslo,0979 OSLO,Gate-/veg-adresse,1675,Stovner,301,Oslo,Oslo,59.9507,10.9231,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
980,Oslo,0980 OSLO,Gate-/veg-adresse,1206,Stovner,301,Oslo,Oslo,59.9493,10.9335,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
981,Oslo,0981 OSLO,Gate-/veg-adresse,1292,Stovner,301,Oslo,Oslo,59.9527,10.9339,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
982,Oslo,0982 OSLO,Gate-/veg-adresse,2053,Stovner,301,Oslo,Oslo,59.9546,10.9335,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
983,Oslo,0983 OSLO,Gate-/veg-adresse,1655,Stovner,301,Oslo,Oslo,59.959,10.9355,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
984,Oslo,0984 OSLO,Gate-/veg-adresse,3305,Stovner,301,Oslo,Oslo,59.9589,10.9175,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
985,Oslo,0985 OSLO,Gate-/veg-adresse,1163,Stovner,301,Oslo,Oslo,59.9619,10.9263,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
986,Oslo,0986 OSLO,Gate-/veg-adresse,2415,Stovner,301,Oslo,Oslo,59.9656,10.9238,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
987,Oslo,0987 OSLO,Gate-/veg-adresse,1452,Stovner,301,Oslo,Oslo,59.9655,10.9212,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
988,Oslo,0988 OSLO,Gate-/veg-adresse,234,Stovner,301,Oslo,Oslo,59.9647,10.9099,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1001,Oslo,1001 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.94215,10.89775,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1003,Oslo,1003 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.92885,10.87961,1,Koordinatane gjeld postkontoret,11/10/2011 09:57
1005,Oslo,1005 OSLO,Postboksar,,Stovner,301,Oslo,Oslo,59.94692,10.92436,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1006,Oslo,1006 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.93609,10.91684,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1007,Oslo,1007 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.93264,10.88138,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1008,Oslo,1008 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.9366,10.8741,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
1009,Oslo,1009 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.9366,10.8741,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
1011,Oslo,1011 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.9366,10.8741,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
1051,Oslo,1051 OSLO,Gate-/veg-adresse,1890,Alna,301,Oslo,Oslo,59.9425,10.8996,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1052,Oslo,1052 OSLO,Gate-/veg-adresse,1347,Alna,301,Oslo,Oslo,59.9422,10.8924,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1053,Oslo,1053 OSLO,Gate-/veg-adresse,1885,Alna,301,Oslo,Oslo,59.9448,10.8908,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1054,Oslo,1054 OSLO,Gate-/veg-adresse,1574,Alna,301,Oslo,Oslo,59.9483,10.8979,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1055,Oslo,1055 OSLO,Gate-/veg-adresse,1784,Stovner,301,Oslo,Oslo,59.9454,10.9052,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1056,Oslo,1056 OSLO,Gate-/veg-adresse,362,Alna,301,Oslo,Oslo,59.936,10.8953,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1061,Oslo,1061 OSLO,Gate-/veg-adresse,2000,Alna,301,Oslo,Oslo,59.9335,10.9117,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
1062,Oslo,1062 OSLO,Gate-/veg-adresse,1355,Alna,301,Oslo,Oslo,59.9368,10.9127,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1063,Oslo,1063 OSLO,Gate-/veg-adresse,999,Alna,301,Oslo,Oslo,59.9382,10.9118,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
1064,Oslo,1064 OSLO,Gate-/veg-adresse,1597,Alna,301,Oslo,Oslo,59.9354,10.9222,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1065,Oslo,1065 OSLO,Gate-/veg-adresse,941,Alna,301,Oslo,Oslo,59.9381,10.9235,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1067,Oslo,1067 OSLO,Gate-/veg-adresse,1605,Alna,301,Oslo,Oslo,59.934,10.8882,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1068,Oslo,1068 OSLO,Gate-/veg-adresse,2589,Alna,301,Oslo,Oslo,59.9285,10.8813,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1069,Oslo,1069 OSLO,Gate-/veg-adresse,2266,Alna,301,Oslo,Oslo,59.9313,10.8772,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1071,Oslo,1071 OSLO,Gate-/veg-adresse,1189,Alna,301,Oslo,Oslo,59.9291,10.8722,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1081,Oslo,1081 OSLO,Gate-/veg-adresse,179,Alna,301,Oslo,Oslo,59.9355,10.873,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1083,Oslo,1083 OSLO,Gate-/veg-adresse,709,Alna,301,Oslo,Oslo,59.9507,10.8907,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1084,Oslo,1084 OSLO,Gate-/veg-adresse,2106,Stovner,301,Oslo,Oslo,59.9487,10.9084,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1086,Oslo,1086 OSLO,Gate-/veg-adresse,1804,Stovner,301,Oslo,Oslo,59.9429,10.922,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1087,Oslo,1087 OSLO,Gate-/veg-adresse,1263,Stovner,301,Oslo,Oslo,59.9464,10.9205,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1088,Oslo,1088 OSLO,Gate-/veg-adresse,1410,Stovner,301,Oslo,Oslo,59.9435,10.9338,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1089,Oslo,1089 OSLO,Gate-/veg-adresse,452,Stovner,301,Oslo,Oslo,59.9433,10.9414,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1101,Oslo,1101 OSLO,Postboksar,,Nordstrand,301,Oslo,Oslo,59.8732,10.81069,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1102,Oslo,1102 OSLO,Postboksar,,,301,Oslo,Oslo,59.8761,10.8184,5,Koordinatane er retta av ein yr.no-brukar,11/10/2018 02:33
1107,OSLO (ikkje i bruk),1107 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
1108,Oslo,1108 OSLO,Postboksar,,,301,Oslo,Oslo,59.8676,10.7926,1,Koordinatane gjeld postkontoret,11/10/2018 02:34
1109,Oslo,1109 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.88111,10.78672,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1112,Oslo,1112 OSLO,Postboksar,,Alna,301,Oslo,Oslo,59.86062,10.80156,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1150,Oslo,1150 OSLO,Gate-/veg-adresse,984,Nordstrand,301,Oslo,Oslo,59.8678,10.8132,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
1151,Oslo,1151 OSLO,Gate-/veg-adresse,803,Nordstrand,301,Oslo,Oslo,59.87,10.8101,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1152,Oslo,1152 OSLO,Gate-/veg-adresse,2233,Nordstrand,301,Oslo,Oslo,59.8725,10.807,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
1153,Oslo,1153 OSLO,Gate-/veg-adresse,1273,Nordstrand,301,Oslo,Oslo,59.8779,10.8118,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1154,Oslo,1154 OSLO,Gate-/veg-adresse,1256,Nordstrand,301,Oslo,Oslo,59.8749,10.8187,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1155,Oslo,1155 OSLO,Gate-/veg-adresse,1341,Nordstrand,301,Oslo,Oslo,59.87,10.8199,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
1156,Oslo,1156 OSLO,Gate-/veg-adresse,1194,Nordstrand,301,Oslo,Oslo,59.8679,10.8253,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1157,Oslo,1157 OSLO,Gate-/veg-adresse,1432,Nordstrand,301,Oslo,Oslo,59.867,10.8182,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1158,Oslo,1158 OSLO,Gate-/veg-adresse,846,Nordstrand,301,Oslo,Oslo,59.8651,10.8216,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1160,Oslo,1160 OSLO,Gate-/veg-adresse,773,Nordstrand,301,Oslo,Oslo,59.8726,10.7983,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1161,Oslo,1161 OSLO,Gate-/veg-adresse,969,Nordstrand,301,Oslo,Oslo,59.8699,10.7962,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1162,Oslo,1162 OSLO,Gate-/veg-adresse,1552,Nordstrand,301,Oslo,Oslo,59.8658,10.7927,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
1163,Oslo,1163 OSLO,Gate-/veg-adresse,1994,Nordstrand,301,Oslo,Oslo,59.865,10.8026,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1164,Oslo,1164 OSLO,Gate-/veg-adresse,2011,Nordstrand,301,Oslo,Oslo,59.8589,10.817,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1165,Oslo,1165 OSLO,Gate-/veg-adresse,2674,Nordstrand,301,Oslo,Oslo,59.8557,10.8085,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1166,Oslo,1166 OSLO,Gate-/veg-adresse,2198,Nordstrand,301,Oslo,Oslo,59.8556,10.7971,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1167,Oslo,1167 OSLO,Gate-/veg-adresse,931,Nordstrand,301,Oslo,Oslo,59.8536,10.7886,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:12
1168,Oslo,1168 OSLO,Gate-/veg-adresse,1660,Nordstrand,301,Oslo,Oslo,59.8458,10.7825,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1169,Oslo,1169 OSLO,Gate-/veg-adresse,1271,Nordstrand,301,Oslo,Oslo,59.849,10.7877,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:30
1170,Oslo,1170 OSLO,Gate-/veg-adresse,1220,Nordstrand,301,Oslo,Oslo,59.8661,10.7865,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1172,Oslo,1172 OSLO,Gate-/veg-adresse,30,Nordstrand,301,Oslo,Oslo,59.8843,10.7697,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:10
1176,Oslo,1176 OSLO,Gate-/veg-adresse,1766,Nordstrand,301,Oslo,Oslo,59.8764,10.796,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1177,Oslo,1177 OSLO,Gate-/veg-adresse,2873,Nordstrand,301,Oslo,Oslo,59.8789,10.782,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1178,Oslo,1178 OSLO,Gate-/veg-adresse,2381,Nordstrand,301,Oslo,Oslo,59.8833,10.7887,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
1179,Oslo,1179 OSLO,Gate-/veg-adresse,604,Nordstrand,301,Oslo,Oslo,59.8881,10.7742,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:42
1181,Oslo,1181 OSLO,Gate-/veg-adresse,1603,Nordstrand,301,Oslo,Oslo,59.8974,10.7823,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1182,Oslo,1182 OSLO,Gate-/veg-adresse,2448,Nordstrand,301,Oslo,Oslo,59.8945,10.7945,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
1184,Oslo,1184 OSLO,Gate-/veg-adresse,1489,Nordstrand,301,Oslo,Oslo,59.8854,10.7976,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1185,Oslo,1185 OSLO,Gate-/veg-adresse,2064,Nordstrand,301,Oslo,Oslo,59.8832,10.8057,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1187,Oslo,1187 OSLO,Gate-/veg-adresse,2193,Østensjø,301,Oslo,Oslo,59.8811,10.8244,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1188,Oslo,1188 OSLO,Gate-/veg-adresse,2636,Østensjø,301,Oslo,Oslo,59.8689,10.8346,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1189,Oslo,1189 OSLO,Gate-/veg-adresse,287,Østensjø,301,Oslo,Oslo,59.8637,10.8342,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1201,Oslo,1201 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.83472,10.79481,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1202,Oslo (Ikkje i bruk),1202 OSLO (Ikkje i bruk),Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.8347,10.7948,1,Koordinatane gjeld postkontoret,03/10/2018 16:30
1203,Oslo,1203 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.8347,10.7948,2,Koordinatane er retta av Erik Bolstad,28/09/2012 16:55
1204,Oslo,1204 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.8347,10.7948,1,Koordinatane gjeld postkontoret,0000-00-00 00:00:00
1205,Oslo,1205 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.83316,10.80703,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1206,OSLO (ikkje i bruk),1206 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
1207,Oslo,1207 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.82695,10.78434,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1212,OSLO (ikkje i bruk),1212 OSLO (ikkje i bruk),Usikker,,,301,Oslo,Oslo,59.91,10.75,6,Usikker plassering,03/10/2018 16:52
1214,Oslo,1214 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.82668,10.83695,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1215,Oslo,1215 OSLO,Postboksar,,Søndre Nordstrand,301,Oslo,Oslo,59.8484,10.82918,1,Koordinatane gjeld postkontoret,11/10/2011 09:55
1250,Oslo,1250 OSLO,Gate-/veg-adresse,0,Søndre Nordstrand,301,Oslo,Oslo,59.8329,10.7728,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1251,Oslo,1251 OSLO,Gate-/veg-adresse,3124,Søndre Nordstrand,301,Oslo,Oslo,59.8286,10.7841,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1252,Oslo,1252 OSLO,Gate-/veg-adresse,222,Søndre Nordstrand,301,Oslo,Oslo,59.8298,10.7944,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:42
1253,Oslo,1253 OSLO,Gate-/veg-adresse,1431,Søndre Nordstrand,301,Oslo,Oslo,59.8318,10.7858,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1254,Oslo,1254 OSLO,Gate-/veg-adresse,2146,Søndre Nordstrand,301,Oslo,Oslo,59.837,10.788,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1255,Oslo,1255 OSLO,Gate-/veg-adresse,933,Søndre Nordstrand,301,Oslo,Oslo,59.8347,10.7943,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1256,Oslo,1256 OSLO,Gate-/veg-adresse,964,Søndre Nordstrand,301,Oslo,Oslo,59.8399,10.7905,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1257,Oslo,1257 OSLO,Gate-/veg-adresse,634,Søndre Nordstrand,301,Oslo,Oslo,59.8442,10.7941,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1258,Oslo,1258 OSLO,Gate-/veg-adresse,1195,Søndre Nordstrand,301,Oslo,Oslo,59.8383,10.8001,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1259,Oslo,1259 OSLO,Gate-/veg-adresse,1221,Søndre Nordstrand,301,Oslo,Oslo,59.83,10.8002,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1262,Oslo,1262 OSLO,Gate-/veg-adresse,1380,Søndre Nordstrand,301,Oslo,Oslo,59.83,10.8048,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1263,Oslo,1263 OSLO,Gate-/veg-adresse,2806,Søndre Nordstrand,301,Oslo,Oslo,59.8331,10.8094,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:47
1266,Oslo,1266 OSLO,Gate-/veg-adresse,2572,Søndre Nordstrand,301,Oslo,Oslo,59.8432,10.8092,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:44
1270,Oslo,1270 OSLO,Gate-/veg-adresse,1328,Søndre Nordstrand,301,Oslo,Oslo,59.8333,10.8315,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1271,Oslo,1271 OSLO,Gate-/veg-adresse,238,Søndre Nordstrand,301,Oslo,Oslo,59.826,10.8334,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1272,Oslo,1272 OSLO,Gate-/veg-adresse,550,Søndre Nordstrand,301,Oslo,Oslo,59.8294,10.834,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:11
1273,Oslo,1273 OSLO,Gate-/veg-adresse,547,Søndre Nordstrand,301,Oslo,Oslo,59.8201,10.8365,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:45
1274,Oslo,1274 OSLO,Gate-/veg-adresse,2397,Søndre Nordstrand,301,Oslo,Oslo,59.8223,10.8411,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:46
1275,Oslo,1275 OSLO,Gate-/veg-adresse,1982,Søndre Nordstrand,301,Oslo,Oslo,59.8267,10.8379,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
1277,Oslo (ikkje i bruk),1277 OSLO (ikkje i bruk),Gate-/veg-adresse,0,Søndre Nordstrand,301,Oslo,Oslo,59.8392,10.8305,3,Koordinatane er kontrollerte av ein yr.no-brukar,07/09/2012 08:46
1278,Oslo,1278 OSLO,Gate-/veg-adresse,3,Søndre Nordstrand,301,Oslo,Oslo,59.8401,10.8363,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1279,Oslo,1279 OSLO,Gate-/veg-adresse,1283,Søndre Nordstrand,301,Oslo,Oslo,59.8434,10.8441,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1281,Oslo,1281 OSLO,Gate-/veg-adresse,3118,Søndre Nordstrand,301,Oslo,Oslo,59.8454,10.8284,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1283,Oslo,1283 OSLO,Gate-/veg-adresse,2006,Søndre Nordstrand,301,Oslo,Oslo,59.8498,10.8241,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:31
1284,Oslo,1284 OSLO,Gate-/veg-adresse,1902,Søndre Nordstrand,301,Oslo,Oslo,59.8559,10.8268,2,Koordinatane er retta av Erik Bolstad,22/10/2018 22:43
1285,Oslo,1285 OSLO,Gate-/veg-adresse,917,Søndre Nordstrand,301,Oslo,Oslo,59.8528,10.8403,2,Koordinatane er retta av Erik Bolstad,22/10/2018 19:08
